quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments,dead,no_tag,no_tag_reason,tag_no,tag_no_new,tag_prefix,tag_id_new,date_dist,trap_dist,FE_startdate,FE_datediff,date_dist_no,tag_prefix_new,FEtag_change,new_tag,n,tag_group,tag_no_prefix,tag_id_change
winter,2012,2012-A,NA,2012-03-08,4,160,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,160,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
winter,2012,2012-A,NA,2012-03-08,4,180,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2445,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,40,NA,NA,y,NA,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD,NA,NA,NA,NA,NA,NA,NA,81,277.8488797889961,2018-11-17,-2364,0,NA,NA,n,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,280,NA,NA,y,NA,NA,Neotoma,fuscipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,243.3105012119288,2018-11-17,-2364,0,NA,NA,n,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247.38633753705963,2018-11-17,-2364,81,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,100,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,120,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,240,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,20,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,60,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,"Chris, Quin, Tyler",2012-05-28,1,40,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200.9975124224178,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,260,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,60,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,80,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,80,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,100,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,120,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,140,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
spring,2012,2012-B,Tyler,2012-05-28,1,140,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-2364,0,NA,NA,NA,NA,1,0,NA
