quarter,year,ID,date,day_no,tag_error_flag,tag_id,tag_id_new,date_dist,trap_dist,x,y,animal,recap,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,comments
spring,2012,2012-B,2012-05-28,1,NA,40,0040,81,44.721359549995796,180,260,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,NA,40,0040,1,20,180,240,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-30,3,trap distance large,40,0040,1,82.46211251235322,160,160,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-06,1,trap distance large,40,0040,99,169.7056274847714,40,280,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-06,1,trap distance large,40,0040,0,169.7056274847714,160,160,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-10,1,NA,40,0040,65,44.721359549995796,180,120,Y,Y,Peromyscus,truei,28,NA,NA,NA,NA,M,NA,95,NA,21,15,NA
fall,2012,2012-D,2012-11-12,3,NA,40,0040,2,20,160,120,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-04,1,NA,41,1041,NA,NA,40,20,Y,N,Peromyscus,truei,21.5,8,13.5,juvenile,NA,M,NA,NA,NA,22,NA,NA
spring,2011,2011-B,2011-05-05,2,NA,41,1041,1,0,40,20,Y,Y,NA,NA,56,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-06,3,NA,41,1041,1,0,40,20,Y,N,Peromyscus,truei,21.5,8,13.5,NA,NA,M,NA,NA,NA,22,NA,NA
summer,2013,2013-C,2013-08-09,1,NA,41,0041,NA,NA,80,260,Y,Y,Peromyscus,truei,33,10,23,NA,NA,F,NA,104,NA,21,18,NA
fall,2010,2010-D,2010-11-04,1,NA,42,0042,NA,NA,120,20,Y,N,Peromyscus,truei,24,NA,NA,NA,NA,F,NA,101,NA,20,15,NA
fall,2010,2010-D,2010-11-06,3,NA,43,0043,NA,NA,60,20,Y,N,Peromyscus,truei,29,9,20,NA,NA,M,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-07,4,NA,43,0043,1,0,60,20,Y,N,Peromyscus,truei,29,NA,29,adult,NA,M,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-04,1,NA,43,0043,178,40,100,20,Y,Y,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-05,2,NA,43,0043,1,0,100,20,Y,Y,Peromyscus,truei,37,9,28,NA,NA,NA,NA,NA,NA,NA,NA,Y; BLACK <1/2
spring,2011,2011-B,2011-05-06,3,NA,43,0043,1,0,100,20,Y,Y,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-04,1,NA,44,1044,NA,NA,120,220,Y,N,Peromyscus,californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA
spring,2011,2011-B,2011-05-05,2,trap distance large,44,1044,1,63.245553203367585,180,200,Y,Y,Peromyscus,truei,29,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-06,3,trap distance large,44,1044,1,63.245553203367585,120,220,Y,N,Peromyscus,californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA
winter,2012,2012-A,2012-03-08,4,trap distance large,44,1044,307,203.9607805437114,160,20,Y,N,NA,NA,25,NA,NA,NA,NA,M,NA,105,NA,20,15,NA
fall,2017,2017-D,2017-11-20,3,NA,44,0044,NA,NA,40,260,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-04,1,NA,45,1045,NA,NA,140,240,Y,N,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA
spring,2011,2011-B,2011-05-06,3,NA,45,1045,2,0,140,240,Y,N,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA
summer,2012,2012-C,2012-09-08,3,NA,45,0045,NA,NA,60,20,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-10,1,NA,45,0045,63,20,40,20,Y,Y,Peromyscus,californicus,71,30,41,NA,NA,F,NA,105,NA,23,22,Y; TAIL STUB/ PARTLY MISSING
fall,2010,2010-D,2010-11-05,2,NA,46,1046,NA,NA,160,80,Y,N,Peromyscus,truei,38,8,30,NA,NA,M,NA,98,NA,23,17,NA
fall,2013,2013-D,2013-11-16,1,NA,46,0046,NA,NA,20,20,Y,N,Peromyscus,truei,29,NA,29,adult,NA,F,NA,94,NA,23,19,"doesn’t look like PeBo, PeCa, or PeMa"
summer,2010,2010-C,2010-08-02,3,NA,47,1047,NA,NA,60,280,Y,N,Peromyscus,truei,30,NA,30,adult,lactating,F,NA,115,NA,NA,13,Lactating
spring,2012,2012-B,2012-05-29,2,NA,47,0047,NA,NA,180,20,Y,N,Peromyscus,californicus,47,NA,NA,NA,NA,F,NA,130,NA,26,22,NA
spring,2009,2009-B,2009-04-29,1,NA,49,0049,NA,NA,180,20,Y,N,Peromyscus,californicus,NA,NA,44,adult,NA,M,NA,NA,NA,NA,NA,Recapture from March
summer,2009,2009-C,2009-07-29,1,NA,49,0049,91,20,180,40,Y,Y,Peromyscus,californicus,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,2009-07-31,3,NA,49,0049,2,20,180,20,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,2009-10-27,1,NA,49,0049,88,20,180,40,Y,Y,Peromyscus,californicus,NA,NA,42,adult,NA,M,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,2010-01-28,1,NA,49,0049,93,0,180,40,Y,Y,Peromyscus,californicus,51,NA,51,adult,NA,M,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-05,1,NA,50,1050,NA,NA,140,280,Y,N,Peromyscus,truei,20,NA,20,juvenile,NA,F,NA,85,NA,22,15,young; MISSING DATA SHEET
winter,2012,2012-A,2012-03-07,3,NA,50,1050,2,0,140,280,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-08,4,NA,50,1050,1,0,140,280,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-30,3,trap distance large,50,1050,83,126.49110640673517,180,160,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,2015-05-17,2,NA,50,0050,NA,NA,20,20,Y,Y,Peromyscus,truei,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2009,2009-B,2009-04-29,1,NA,1051,0051,NA,NA,120,80,Y,N,Peromyscus,californicus,NA,NA,35,adult,NA,M,NA,NA,NA,NA,NA,recapture from March
spring,2009,2009-B,2009-04-30,2,NA,1051,0051,1,0,120,80,Y,Y,Peromyscus,californicus,NA,NA,35,adult,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,2009-07-29,1,trap distance large,1051,0051,90,89.44271909999159,40,120,Y,Y,Peromyscus,californicus,NA,NA,41,adult,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,2009-07-30,2,trap distance large,1051,0051,1,89.44271909999159,120,80,Y,Y,Peromyscus,californicus,NA,NA,42,adult,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,2009-07-31,3,trap distance large,1051,0051,1,116.61903789690601,20,140,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,2009-10-27,1,NA,1051,0051,88,56.568542494923804,60,100,Y,Y,Peromyscus,californicus,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,2009-10-28,2,NA,1051,0051,1,0,60,100,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,2009-10-29,3,NA,1051,0051,1,28.284271247461902,40,120,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,2010-01-28,1,trap distance large,51,0051,91,89.44271909999159,120,80,Y,Y,Peromyscus,californicus,43,NA,43,adult,NA,M,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,2010-04-29,1,trap distance large,51,0051,91,63.245553203367585,60,100,Y,Y,Peromyscus,californicus,43,NA,43,adult,NA,M,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,2010-04-30,2,NA,51,0051,1,0,60,100,Y,Y,Peromyscus,truei,41.3,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,2010-07-31,1,NA,51,0051,92,28.284271247461902,80,80,Y,Y,Peromyscus,californicus,45,NA,45,adult,NA,M,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,2010-08-02,3,trap distance large,51,0051,2,63.245553203367585,20,100,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,No ticks
fall,2010,2010-D,2010-11-04,1,NA,51,0051,94,40,20,60,Y,Y,Peromyscus,californicus,51,NA,NA,NA,NA,M,NA,115,NA,25,22,NA
fall,2011,2011-D,2011-11-07,1,NA,51,0051,368,44.721359549995796,60,40,Y,N,Peromyscus,californicus,50,NA,NA,NA,NA,F,NA,125,NA,25,25,NA
fall,2011,2011-D,2011-11-09,3,NA,52,0052,NA,NA,120,100,Y,N,Peromyscus,truei,45,NA,NA,NA,NA,M,NA,123,NA,25,20,NA
summer,2012,2012-C,2012-09-06,1,trap distance large,52,0052,302,107.70329614269008,20,140,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-08,3,NA,52,0052,2,28.284271247461902,40,120,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,2015-05-17,2,date distance large,52,0052,981,20,20,120,Y,N,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,111,NA,22,21,NA
fall,2015,2015-D,2015-11-10,3,NA,52,0052,177,20,20,140,Y,Y,Peromyscus,truei,40,10,30,adult,lactating,F,NA,110,NA,22,18,NA
fall,2011,2011-D,2011-11-09,3,NA,53,1053,NA,NA,60,260,Y,N,Peromyscus,californicus,49,NA,NA,NA,NA,F,NA,130,NA,24,21,NA
spring,2012,2012-B,2012-05-28,1,trap distance large,53,1053,201,250.59928172283335,180,40,Y,N,Peromyscus,californicus,30,NA,NA,NA,NA,M,NA,110,NA,23,20,NA
spring,2015,2015-B,2015-05-17,2,NA,53,0053,NA,NA,60,100,Y,N,Peromyscus,californicus,34,NA,NA,NA,NA,F,NA,195,NA,23,22,NA
summer,2010,2010-C,2010-07-31,1,NA,54,0054,NA,NA,140,260,Y,N,Peromyscus,californicus,42,NA,42,adult,NA,M,NA,130,NA,26,22,Brown Poop
winter,2011,2011-A,2011-02-04,3,NA,54,0054,188,44.721359549995796,100,280,Y,Y,Peromyscus,californicus,84,32,52,NA,NA,M,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-05,1,NA,54,0054,395,20,80,280,Y,N,Peromyscus,californicus,35,NA,35,adult,NA,M,NA,110,NA,20,20,"tag previously torn from right ear, MISSING DATA SHEET"
winter,2012,2012-A,2012-03-06,2,NA,54,0054,1,0,80,280,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-07,3,NA,54,0054,1,28.284271247461902,60,260,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,2010-08-01,2,NA,55,1055,NA,NA,100,260,Y,N,Peromyscus,truei,30.5,NA,30.5,adult,NA,F,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,2010-08-02,3,NA,55,1055,1,20,80,260,Y,Y,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,NA,55,0055,NA,NA,180,40,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-06,1,NA,55,0055,100,40,180,80,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,2013-02-09,1,NA,55,0055,156,44.721359549995796,160,40,Y,Y,Peromyscus,truei,29,NA,29,adult,NA,M,NA,110,NA,23,17,NA
winter,2013,2013-A,2013-02-11,3,NA,55,0055,2,0,160,40,Y,Y,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-04,1,NA,56,0056,NA,NA,140,20,Y,N,Peromyscus,truei,23,NA,NA,NA,NA,M,NA,112,NA,28,23,NA
fall,2010,2010-D,2010-11-04,1,NA,57,0057,NA,NA,160,120,Y,N,Peromyscus,truei,28,NA,NA,NA,NA,F,NA,102,NA,21,21,NA
fall,2010,2010-D,2010-11-06,3,NA,57,0057,2,28.284271247461902,140,100,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-07,4,NA,57,0057,1,0,140,100,Y,Y,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,2011-02-03,2,NA,57,0057,88,20,140,120,Y,Y,Peromyscus,truei,30,NA,30,adult,NA,F,NA,NA,NA,NA,NA,MISSING DATA SHEET
spring,2011,2011-B,2011-05-05,2,NA,57,0057,91,0,140,120,Y,Y,Peromyscus,truei,36,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,trap distance large,57,0057,390,164.92422502470643,180,280,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-06,3,NA,58,1058,NA,NA,160,40,Y,Y,Peromyscus,truei,35,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-07,4,NA,58,1058,1,0,160,40,Y,Y,Peromyscus,truei,35,NA,35,adult,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-28,1,NA,58,0058,NA,NA,180,160,Y,N,Peromyscus,californicus,55,NA,NA,NA,NA,F,NA,140,NA,28,22,NA
spring,2012,2012-B,2012-05-29,2,NA,58,0058,1,20,160,160,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-04,1,NA,59,0059,NA,NA,140,160,Y,N,Peromyscus,NA,40,NA,NA,NA,NA,M,NA,134,NA,25,19,NA
winter,2011,2011-A,2011-02-03,2,NA,59,0059,91,20,160,160,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
spring,2011,2011-B,2011-05-04,1,NA,59,0059,90,20,140,160,Y,Y,Peromyscus,californicus,46,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-06,3,NA,59,0059,2,0,140,160,Y,Y,Peromyscus,californicus,46,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-04,1,NA,60,0060,NA,NA,120,280,Y,Y,Peromyscus,truei,28,NA,NA,NA,NA,M,NA,120,NA,24,21,Y
fall,2010,2010-D,2010-11-05,2,trap distance large,60,0060,1,72.11102550927978,180,240,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-06,3,trap distance large,60,0060,1,72.11102550927978,120,280,Y,Y,Peromyscus,truei,25,NA,NA,NA,NA,M,NA,NA,NA,24,15,Y; TWO TAGS: 872 & 60 - TAG 60 ON RIGHT EAR
fall,2010,2010-D,2010-11-07,4,NA,60,0060,1,0,120,280,Y,Y,Peromyscus,truei,25,NA,25,adult,NA,M,NA,NA,NA,24,15,2 TAGS 60 872
winter,2011,2011-A,2011-02-03,2,trap distance large,60,0060,88,63.245553203367585,180,260,Y,Y,Peromyscus,truei,30,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,"two tags, 60 and 872, MISSING DATA SHEET"
fall,2010,2010-D,2010-11-06,3,NA,61,0061,NA,NA,180,160,Y,N,Peromyscus,truei,55,9,46,NA,NA,F,NA,120,NA,25,20,NA
fall,2010,2010-D,2010-11-07,4,NA,61,0061,1,0,180,160,Y,N,Peromyscus,truei,55,NA,55,adult,NA,F,NA,120,NA,25,20,NA
winter,2011,2011-A,2011-02-02,1,NA,61,0061,87,20,180,180,Y,Y,Peromyscus,californicus,54,10,44,NA,NA,F,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,2011-05-05,2,NA,61,0061,92,20,180,160,Y,Y,Peromyscus,californicus,59,9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,trap distance large,61,0061,390,100,180,60,Y,N,Peromyscus,truei,30,NA,NA,NA,NA,F,NA,100,NA,21,15,NA
spring,2012,2012-B,2012-05-30,3,NA,61,0061,1,0,180,60,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,2009-07-29,1,NA,62,0062,NA,NA,180,120,Y,N,Peromyscus,truei,NA,NA,37,adult,NA,F,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,NA,63,0063,NA,NA,140,160,Y,Y,Peromyscus,californicus,40,NA,NA,NA,NA,M,NA,130,NA,27,21,NA
spring,2011,2011-B,2011-05-05,2,NA,65,0065,NA,NA,80,180,Y,N,Peromyscus,californicus,63,32,31,NA,NA,M,NA,NA,NA,13,10,NA
winter,2012,2012-A,2012-03-06,2,trap distance large,65,0065,306,63.245553203367585,140,200,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-07,3,NA,65,0065,1,0,140,200,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,2012-03-08,4,NA,65,0065,1,0,140,200,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,NA,65,0065,82,44.721359549995796,120,240,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-29,2,NA,65,0065,0,44.721359549995796,140,280,Y,N,Peromyscus,truei,30,NA,NA,NA,NA,M,NA,90,NA,20,15,NA
spring,2012,2012-B,2012-05-30,3,trap distance large,65,0065,1,100,80,200,Y,Y,Peromyscus,truei,27,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-06,1,NA,65,0065,99,44.721359549995796,100,240,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-07,2,NA,65,0065,1,28.284271247461902,80,220,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-08,3,trap distance large,65,0065,1,82.46211251235322,100,140,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-10,1,NA,65,0065,63,28.284271247461902,80,160,Y,Y,Peromyscus,truei,63,30,33,NA,NA,M,NA,105,NA,23,21,Y; RIPPED LEFT EAR
fall,2012,2012-D,2012-11-11,2,NA,65,0065,1,28.284271247461902,100,140,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-12,3,trap distance large,65,0065,1,126.49110640673517,60,20,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TICK ON EAR
fall,2012,2012-D,2012-11-12,3,trap distance large,65,0065,0,145.60219778561037,100,160,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-28,1,NA,66,0066,NA,NA,60,120,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,2013-08-09,1,date distance large,66,0066,438,20,40,120,Y,Y,Peromyscus,truei,29,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,2013-08-10,2,NA,66,0066,1,28.284271247461902,60,100,Y,Y,Peromyscus,californicus,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,2015-08-01,1,date distance large,66,0066,721,20,60,120,Y,Y,Peromyscus,truei,43,10,33,adult,NA,F,NA,90,NA,19,12,Y; EAR TAG 99? SMALL EAR RIP
spring,2012,2012-B,2012-05-28,1,NA,67,0067,NA,NA,40,140,Y,N,Peromyscus,truei,25,NA,NA,NA,NA,M,NA,100,NA,20,20,NA
spring,2011,2011-B,2011-05-05,2,NA,70,0070,NA,NA,80,280,Y,N,Peromyscus,truei,54,32,32,NA,NA,M,NA,NA,NA,11,9,NA
spring,2012,2012-B,2012-05-28,1,trap distance large,70,0070,389,188.67962264113208,180,120,Y,N,Peromyscus,californicus,40,NA,NA,NA,NA,F,NA,115,NA,24,20,NA
spring,2012,2012-B,2012-05-29,2,NA,70,0070,1,0,180,120,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,2012-05-30,3,NA,70,0070,1,0,180,120,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,2012-09-06,1,NA,70,0070,99,0,180,120,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-10,1,NA,70,0070,65,44.721359549995796,160,80,Y,Y,Peromyscus,californicus,42,NA,NA,NA,NA,M,NA,125,NA,25,22,NA
fall,2012,2012-D,2012-11-11,2,NA,70,0070,1,44.721359549995796,180,40,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,2012-11-12,3,trap distance large,70,0070,1,63.245553203367585,160,100,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,2013-02-09,1,NA,70,0070,89,20,180,100,Y,Y,Peromyscus,californicus,42,NA,42,adult,NA,M,NA,140,NA,25,22,TAG IS TORN
winter,2013,2013-A,2013-02-10,2,NA,70,0070,1,0,180,100,Y,Y,Peromyscus,californicus,41,NA,41,adult,NA,M,NA,118,NA,25,20,NA
winter,2013,2013-A,2013-02-11,3,NA,70,0070,1,0,180,100,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,2013-05-18,1,NA,70,0070,96,20,180,120,Y,Y,Peromyscus,californicus,57,15,42,NA,NA,M,NA,125,NA,26,20,NA
spring,2013,2013-B,2013-05-19,2,NA,70,0070,1,28.284271247461902,160,100,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,2013-05-20,3,NA,70,0070,1,28.284271247461902,180,120,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,2013-08-09,1,NA,70,0070,81,20,180,100,Y,Y,Peromyscus,californicus,54,10,44,NA,NA,M,NA,135,NA,25,23,NA
summer,2013,2013-C,2013-08-10,2,NA,70,0070,1,0,180,100,Y,Y,Peromyscus,californicus,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2013,2013-D,2013-11-16,1,NA,70,0070,98,20,160,100,Y,Y,Peromyscus,californicus,38,NA,38,adult,NA,M,NA,121,NA,24,21,NA
fall,2013,2013-D,2013-11-18,3,NA,70,0070,2,28.284271247461902,180,80,Y,Y,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,2010-11-06,3,NA,71,1071,NA,NA,180,280,Y,N,Peromyscus,truei,28,9,19,NA,NA,F,NA,93,NA,31,17,NA
fall,2010,2010-D,2010-11-07,4,NA,71,1071,1,0,180,280,Y,N,Peromyscus,truei,28,NA,28,adult,NA,F,NA,93,NA,21,17,NA
winter,2011,2011-A,2011-02-03,2,NA,71,1071,88,60,180,220,Y,Y,Peromyscus,truei,23,NA,23,adult,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
fall,2013,2013-D,2013-11-16,1,NA,71,0071,NA,NA,120,100,Y,Y,Peromyscus,californicus,41,NA,41,adult,NA,M,NA,136,NA,25,19,NA
fall,2010,2010-D,2010-11-05,2,NA,72,1072,NA,NA,20,120,Y,N,Peromyscus,truei,27,NA,NA,NA,NA,M,NA,105,NA,24,NA,NA
fall,2010,2010-D,2010-11-06,3,NA,72,1072,1,20,20,140,Y,Y,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; LOOKS DIFFERENT, UNIFOMALY DARK"
fall,2010,2010-D,2010-11-07,4,NA,72,1072,1,0,20,140,Y,Y,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,UNIFORMLY DARK
spring,2012,2012-B,2012-05-29,2,NA,72,0072,NA,NA,160,200,Y,N,Peromyscus,californicus,50,NA,NA,NA,NA,F,NA,130,NA,27,20,NA
winter,2012,2012-A,2012-03-06,2,NA,73,0073,NA,NA,60,260,Y,NA,Peromyscus,californicus,48,NA,NA,NA,NA,F,NA,130,NA,26,21,NA
summer,2010,2010-C,2010-08-01,2,NA,74,1074,NA,NA,180,220,Y,N,Peromyscus,californicus,43.5,NA,43.5,adult,NA,M,NA,NA,NA,26,NA,NA
summer,2012,2012-C,2012-09-07,2,NA,74,0074,NA,NA,140,60,Y,N,Peromyscus,californicus,41,NA,NA,NA,NA,M,NA,138,NA,27,21,NA
summer,2012,2012-C,2012-09-08,3,NA,74,0074,1,44.721359549995796,120,100,Y,Y,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,2013-02-09,1,NA,74,0074,154,20,120,80,Y,N,Peromyscus,californicus,41,NA,41,adult,NA,M,NA,141,NA,25,19,LEFT EAR RIPPED
spring,2013,2013-B,2013-05-18,1,NA,74,0074,98,28.284271247461902,140,60,Y,Y,Peromyscus,californicus,59,13,46,NA,NA,M,NA,140,NA,26,22,NA
